obs_id,id,date_range_start,adopt_type,First_Detected_Domain,adopt_days,vr_type,online_spend,total_spend,dwell_time_median,CR_visit,store_quantity_city,average_open_hours,store_size,Sitemap_Size,rank,tech_spend,category
382,11,2022/8/1,adopt,2021/8/4,362 days 00:00:00,A-Frame,0,3221.53,88,0.294117647,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
383,11,2022/6/1,adopt,2021/6/12,354 days 00:00:00,8th Wall,0,1371.49,81.5,0.103448276,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
384,11,2022/6/1,adopt,2021/8/4,301 days 00:00:00,A-Frame,0,1371.49,81.5,0.103448276,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
385,11,2022/5/1,adopt,2021/6/12,323 days 00:00:00,8th Wall,0,566.5,62,0.069196429,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
386,11,2022/5/1,adopt,2021/8/4,270 days 00:00:00,A-Frame,0,566.5,62,0.069196429,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
387,11,2022/4/1,adopt,2021/6/12,293 days 00:00:00,8th Wall,0,3600.38,77,0.03856383,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
388,11,2022/4/1,adopt,2021/8/4,240 days 00:00:00,A-Frame,0,3600.38,77,0.03856383,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
389,11,2022/3/1,adopt,2021/6/12,262 days 00:00:00,8th Wall,0,873.97,80,0.107784431,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
390,11,2022/3/1,adopt,2021/8/4,209 days 00:00:00,A-Frame,0,873.97,80,0.107784431,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
391,11,2022/10/1,adopt,2021/6/12,476 days 00:00:00,8th Wall,0,507.61,59,0.140939597,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
392,11,2022/10/1,adopt,2021/8/4,423 days 00:00:00,A-Frame,0,507.61,59,0.140939597,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
393,11,2020/12/1,never,2021/6/12,0,8th Wall,0,156.25,47,0.032258065,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
394,11,2020/12/1,never,2021/8/4,0,A-Frame,0,156.25,47,0.032258065,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
395,11,2020/11/1,never,2021/6/12,0,8th Wall,0,2613.85,66.5,0.084415584,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
396,11,2020/11/1,never,2021/8/4,0,A-Frame,0,2613.85,66.5,0.084415584,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
397,11,2020/10/1,never,2021/6/12,0,8th Wall,0,162.5,46,0.00896861,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
398,11,2020/10/1,never,2021/8/4,0,A-Frame,0,162.5,46,0.00896861,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
399,11,2020/7/1,never,2021/6/12,0,8th Wall,0,218.75,45,0.025,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
400,11,2020/7/1,never,2021/8/4,0,A-Frame,0,218.75,45,0.025,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
401,11,2020/3/1,never,2021/6/12,0,8th Wall,0,317.25,44,0.085501859,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
402,11,2020/3/1,never,2021/8/4,0,A-Frame,0,317.25,44,0.085501859,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
403,11,2020/2/1,never,2021/6/12,0,8th Wall,0,4923.19,53,0.129224652,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
404,11,2020/2/1,never,2021/8/4,0,A-Frame,0,4923.19,53,0.129224652,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
405,11,2020/1/1,never,2021/6/12,0,8th Wall,0,1642.82,50,0.207650273,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
406,11,2020/1/1,never,2021/8/4,0,A-Frame,0,1642.82,50,0.207650273,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
407,11,2019/12/1,never,2021/6/12,0,8th Wall,0,1833,60,0.349710983,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
408,11,2019/12/1,never,2021/8/4,0,A-Frame,0,1833,60,0.349710983,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
409,11,2019/11/1,never,2021/6/12,0,8th Wall,0,1029.27,43,0.137630662,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
410,11,2019/11/1,never,2021/8/4,0,A-Frame,0,1029.27,43,0.137630662,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
411,11,2019/10/1,never,2021/6/12,0,8th Wall,0,448.05,62,0.077946768,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
412,11,2019/10/1,never,2021/8/4,0,A-Frame,0,448.05,62,0.077946768,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
413,11,2019/8/1,never,2021/6/12,0,8th Wall,0,557.74,61,0.112244898,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
414,11,2019/8/1,never,2021/8/4,0,A-Frame,0,557.74,61,0.112244898,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
415,11,2019/7/1,never,2021/6/12,0,8th Wall,0,1676.37,58,0.09596929,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
416,11,2019/7/1,never,2021/8/4,0,A-Frame,0,1676.37,58,0.09596929,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
417,11,2019/6/1,never,2021/6/12,0,8th Wall,0,1183.52,75,0.082390953,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
418,11,2019/6/1,never,2021/8/4,0,A-Frame,0,1183.52,75,0.082390953,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
419,11,2019/5/1,never,2021/6/12,0,8th Wall,0,7179.12,62,0.096011817,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
420,11,2019/5/1,never,2021/8/4,0,A-Frame,0,7179.12,62,0.096011817,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
421,11,2019/4/1,never,2021/6/12,0,8th Wall,0,1133.64,56,0.146926537,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
422,11,2019/4/1,never,2021/8/4,0,A-Frame,0,1133.64,56,0.146926537,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
423,11,2019/3/1,never,2021/6/12,0,8th Wall,0,1584.11,64,0.159609121,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
424,11,2019/3/1,never,2021/8/4,0,A-Frame,0,1584.11,64,0.159609121,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
425,11,2019/2/1,never,2021/6/12,0,8th Wall,0,1871.28,54.5,0.130044843,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
426,11,2019/2/1,never,2021/8/4,0,A-Frame,0,1871.28,54.5,0.130044843,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
427,11,2019/1/1,never,2021/6/12,0,8th Wall,52.04,602.98,61,0.119512195,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
428,11,2019/1/1,never,2021/8/4,0,A-Frame,52.04,602.98,61,0.119512195,1,5.714285714,4929,,394439,"$1,000 ",Art And Entertainment
429,12,2022/10/1,abandon,2022/8/14,46 days 00:00:00,8th Wall,0,187.12,19,0.0625,1,13,1217,,368112,"$2,000 ",Art And Entertainment
430,12,2022/10/1,abandon,2022/8/14,46 days 00:00:00,A-Frame,0,187.12,19,0.0625,1,13,1217,,368112,"$2,000 ",Art And Entertainment
431,13,2022/10/1,adopt,2021/7/20,438 days 00:00:00,8th Wall,0,152.31,9,0.142857143,1,,602,,369312,"$10,000 ",Finance
432,13,2022/10/1,adopt,2021/8/4,423 days 00:00:00,A-Frame,0,152.31,9,0.142857143,1,,602,,369312,"$10,000 ",Finance
433,14,2021/11/1,adopt,2021/5/16,169 days 00:00:00,Panoskin,94.60402831,6546.040042,173.7411519,0.2331451,1.936448598,23.94851891,3643.66731,50000,2055,"$10,000 ",Hobbies And Interests
434,14,2021/10/1,adopt,2021/5/16,138 days 00:00:00,Panoskin,109.4750946,6898.937196,167.3796522,0.153372154,1.984261501,23.94873307,3028.520744,50000,2055,"$10,000 ",Hobbies And Interests
435,14,2021/9/1,adopt,2021/5/16,108 days 00:00:00,Panoskin,105.9343583,6561.166214,164.9028932,0.163565299,1.981097561,23.95185234,3036.330871,50000,2055,"$10,000 ",Hobbies And Interests
436,14,2021/8/1,adopt,2021/5/16,77 days 00:00:00,Panoskin,108.4843215,7758.346137,170.9643949,0.206767857,1.984232868,23.94758259,3059.094438,50000,2055,"$10,000 ",Hobbies And Interests
437,14,2021/7/1,adopt,2021/5/16,46 days 00:00:00,Panoskin,110.2643095,8397.737115,176.3629904,0.151192929,1.954710145,23.95820433,3572.057461,50000,2055,"$10,000 ",Hobbies And Interests
438,14,2021/5/1,never,2021/5/16,0,Panoskin,83.5906383,6092.316926,152.9231437,0.11904453,1.692138134,23.95398621,3430.398176,50000,2055,"$10,000 ",Hobbies And Interests
439,14,2021/4/1,never,2021/5/16,0,Panoskin,72.53435048,5640.305701,154.6509646,0.138802507,1.91031941,23.96818496,3048.922186,50000,2055,"$10,000 ",Hobbies And Interests
440,14,2021/3/1,never,2021/5/16,0,Panoskin,63.34267619,5201.046596,163.3533615,0.145042471,1.904143476,23.96052142,3035.379344,50000,2055,"$10,000 ",Hobbies And Interests
441,14,2021/2/1,never,2021/5/16,0,Panoskin,54.38371951,3496.970393,174.37771,0.145303833,1.858942065,23.96323137,3051.128726,50000,2055,"$10,000 ",Hobbies And Interests
442,14,2021/1/1,never,2021/5/16,0,Panoskin,45.61192385,3466.40688,180.2260782,0.150589266,1.873737374,23.96344226,3031.453167,50000,2055,"$10,000 ",Hobbies And Interests
443,14,2022/1/1,adopt,2021/5/16,230 days 00:00:00,Panoskin,70.05768384,3700.192203,177.1624555,0.139053533,1.931789737,23.94704873,4045.537091,50000,2055,"$10,000 ",Hobbies And Interests
444,14,2022/2/1,adopt,2021/5/16,261 days 00:00:00,Panoskin,78.07083024,4610.096323,173.8782528,0.161346131,1.971899817,23.94656708,3424.714994,50000,2055,"$10,000 ",Hobbies And Interests
445,14,2022/9/1,adopt,2021/5/16,473 days 00:00:00,Panoskin,112.2679514,6363.909675,245.8285714,0.222935579,1.97954272,23.94943649,3482.42766,50000,2055,"$10,000 ",Hobbies And Interests
446,14,2022/8/1,adopt,2021/5/16,442 days 00:00:00,Panoskin,127.1871205,7252.816647,251.6114659,0.307750194,2.027663331,23.9441256,3440.275181,50000,2055,"$10,000 ",Hobbies And Interests
447,14,2022/6/1,adopt,2021/5/16,381 days 00:00:00,Panoskin,103.5427714,6955.683883,229.0538302,0.249547481,2.010107015,23.92969379,3666.065661,50000,2055,"$10,000 ",Hobbies And Interests
448,14,2022/5/1,adopt,2021/5/16,350 days 00:00:00,Panoskin,113.8040274,6256.277801,195.0293854,0.156868723,2.01079784,23.94381351,3109.187053,50000,2055,"$10,000 ",Hobbies And Interests
449,14,2022/4/1,adopt,2021/5/16,320 days 00:00:00,Panoskin,122.6585782,6017.939905,160.7919264,0.154522876,2.011343284,23.94131515,3688.715643,50000,2055,"$10,000 ",Hobbies And Interests
450,14,2022/3/1,adopt,2021/5/16,289 days 00:00:00,Panoskin,104.3863035,6076.780739,169.5550733,0.168697362,2.00419916,23.93897115,3410.057468,50000,2055,"$10,000 ",Hobbies And Interests
451,14,2022/10/1,adopt,2021/5/16,503 days 00:00:00,Panoskin,125.02576,6319.173137,253.5732101,0.238558591,2.018957346,23.9311998,3458.160505,50000,2055,"$10,000 ",Hobbies And Interests
452,14,2020/12/1,never,2021/5/16,0,Panoskin,39.12992201,3389.006033,170.4479485,0.159229213,1.860567823,23.97101625,3039.729739,50000,2055,"$10,000 ",Hobbies And Interests
453,14,2020/11/1,never,2021/5/16,0,Panoskin,41.61723826,3825.868617,173.6666107,0.189233552,1.881313131,23.95703725,2855.131208,50000,2055,"$10,000 ",Hobbies And Interests
454,14,2020/10/1,never,2021/5/16,0,Panoskin,41.29323939,4492.314065,163.8715186,0.165594379,1.888541014,23.96767691,3268.588859,50000,2055,"$10,000 ",Hobbies And Interests
455,14,2020/9/1,never,2021/5/16,0,Panoskin,24.56003701,4497.829142,160.8561575,0.21201327,1.87863464,23.97392749,2844.881898,50000,2055,"$10,000 ",Hobbies And Interests
456,14,2020/8/1,never,2021/5/16,0,Panoskin,36.83145625,5234.74283,159.5035232,0.188999456,1.513777778,23.98443008,2898.586025,50000,2055,"$10,000 ",Hobbies And Interests
457,14,2020/7/1,never,2021/5/16,0,Panoskin,20.60662387,4655.141419,162.592644,0.175875862,1.836838751,23.96635737,2834.417765,50000,2055,"$10,000 ",Hobbies And Interests
458,14,2020/6/1,never,2021/5/16,0,Panoskin,18.7718559,3832.252354,153.0245633,0.133011548,1.783257625,23.96049685,3260.411936,50000,2055,"$10,000 ",Hobbies And Interests
459,14,2020/5/1,never,2021/5/16,0,Panoskin,15.88226848,2226.420743,150.9301189,0.157941698,1.662429379,23.9648931,2769.88955,50000,2055,"$10,000 ",Hobbies And Interests
460,14,2020/4/1,never,2021/5/16,0,Panoskin,12.84223162,1502.986568,156.3796933,0.194439551,1.565397351,23.95591901,2803.807509,50000,2055,"$10,000 ",Hobbies And Interests
461,14,2020/3/1,never,2021/5/16,0,Panoskin,22.17742676,4404.669754,157.1021971,0.185374357,1.902469918,23.9682275,2919.093209,50000,2055,"$10,000 ",Hobbies And Interests
462,14,2020/2/1,never,2021/5/16,0,Panoskin,258.528692,6771.556001,161.6356702,0.127260542,1.945075758,23.954518,2949.454398,50000,2055,"$10,000 ",Hobbies And Interests
463,14,2020/1/1,never,2021/5/16,0,Panoskin,387.9079759,6649.3578,164.6736089,0.159329757,1.940025253,23.95048675,3340.420436,50000,2055,"$10,000 ",Hobbies And Interests
464,14,2019/12/1,never,2021/5/16,0,Panoskin,4923.159652,13012.06006,163.8963238,0.140771734,1.949088624,23.94589793,3331.050951,50000,2055,"$10,000 ",Hobbies And Interests
465,14,2019/11/1,never,2021/5/16,0,Panoskin,2719.304631,10239.42246,175.6396714,0.122221595,1.926356589,23.96704404,3327.826626,50000,2055,"$10,000 ",Hobbies And Interests
466,14,2019/10/1,never,2021/5/16,0,Panoskin,1800.95634,10525.47717,162.1991497,0.382509734,1.915309446,23.95984727,3340.995578,50000,2055,"$10,000 ",Hobbies And Interests
467,14,2019/8/1,never,2021/5/16,0,Panoskin,90.08955878,8782.577527,173.6761607,0.231296377,1.938098277,23.95209059,3345.34837,50000,2055,"$10,000 ",Hobbies And Interests
468,14,2019/7/1,never,2021/5/16,0,Panoskin,108.1407209,9877.934597,181.036045,0.841109799,1.944694534,23.9551473,3349.25959,50000,2055,"$10,000 ",Hobbies And Interests
469,14,2019/6/1,never,2021/5/16,0,Panoskin,185.8981978,9253.37067,171.987222,0.257186852,1.937620579,23.95517323,3370.089944,50000,2055,"$10,000 ",Hobbies And Interests
470,14,2019/5/1,never,2021/5/16,0,Panoskin,570.8228246,9184.477169,145.5673935,0.337148965,1.951644101,23.955366,3369.304592,50000,2055,"$10,000 ",Hobbies And Interests
471,14,2019/4/1,never,2021/5/16,0,Panoskin,3893.592169,13215.05983,150.3843572,0.46182325,1.950884086,23.96204082,3370.374287,50000,2055,"$10,000 ",Hobbies And Interests
472,14,2019/3/1,never,2021/5/16,0,Panoskin,1819.937321,10146.34844,150.1816802,0.152235,1.95,23.93622104,3395.577935,50000,2055,"$10,000 ",Hobbies And Interests
473,14,2019/2/1,never,2021/5/16,0,Panoskin,28.05548954,6610.460837,159.2066946,0.144427125,1.420927467,23.92054844,3971.430126,50000,2055,"$10,000 ",Hobbies And Interests
474,14,2019/1/1,never,2021/5/16,0,Panoskin,362.5641371,6461.090482,168.2087496,0.152632763,1.926343729,23.94039409,3400.417499,50000,2055,"$10,000 ",Hobbies And Interests
475,15,2021/11/1,adopt,2021/5/14,171 days 00:00:00,Panoskin,689.3499259,1947.258815,51.57777778,0.200869645,1.046511628,17.40245203,3036.814815,,61176,"$2,000 ",Health And Fitness
476,15,2021/10/1,adopt,2021/5/14,140 days 00:00:00,Panoskin,645.4892908,1785.315603,50.46808511,0.334365078,1.02919708,17.62270408,3085.35461,,61176,"$2,000 ",Health And Fitness
477,15,2021/9/1,adopt,2021/5/14,110 days 00:00:00,Panoskin,666.1911852,2015.132,49.38518519,0.192516973,1.030534351,17.62526652,3106.97037,,61176,"$2,000 ",Health And Fitness
478,15,2021/8/1,adopt,2021/5/14,79 days 00:00:00,Panoskin,643.4564964,1857.182263,50.97810219,0.172495875,1.037878788,17.64180672,2972.489051,,61176,"$2,000 ",Health And Fitness
479,15,2021/7/1,adopt,2021/5/14,48 days 00:00:00,Panoskin,612.5085915,2095.888944,51.38380282,0.219802945,1.059701493,17.58763931,2951.232394,,61176,"$2,000 ",Health And Fitness
480,15,2021/5/1,never,2021/5/14,0,Panoskin,661.5435955,2091.229326,49.95505618,0.248314689,1.047058824,17.36850649,2454.674157,,61176,"$2,000 ",Health And Fitness
481,15,2021/4/1,never,2021/5/14,0,Panoskin,547.915461,1965.314326,48.97163121,0.235410624,1.036764706,17.55,3177.737589,,61176,"$2,000 ",Health And Fitness
482,15,2021/3/1,never,2021/5/14,0,Panoskin,644.9564925,2032.246045,49.53731343,0.25740944,1.046875,17.57142857,2946.037313,,61176,"$2,000 ",Health And Fitness
483,15,2021/2/1,never,2021/5/14,0,Panoskin,532.911746,1711.210476,51.07142857,0.24486391,1.032786885,17.53485714,3088.888889,,61176,"$2,000 ",Health And Fitness
484,15,2021/1/1,never,2021/5/14,0,Panoskin,579.5549606,3139.894173,50.04724409,0.349694469,1.032520325,17.58503401,3034.929134,,61176,"$2,000 ",Health And Fitness
485,15,2022/1/1,adopt,2021/5/14,232 days 00:00:00,Panoskin,667.9948889,1575.636741,53.45185185,0.105380058,1.038461538,17.80783582,2882.481481,,61176,"$2,000 ",Health And Fitness
486,15,2022/2/1,adopt,2021/5/14,263 days 00:00:00,Panoskin,609.3698171,1781.224878,54.01829268,0.122170164,1.031446541,17.80148992,3124.02439,,61176,"$2,000 ",Health And Fitness
487,15,2022/9/1,adopt,2021/5/14,475 days 00:00:00,Panoskin,651.0764744,2130.535385,51.51602564,0.292124725,1.033112583,17.74626517,2787.955128,,61176,"$2,000 ",Health And Fitness
488,15,2022/8/1,adopt,2021/5/14,444 days 00:00:00,Panoskin,642.3948485,2010.538303,51.83636364,0.371235428,1.03125,17.80930335,2730.660606,,61176,"$2,000 ",Health And Fitness
489,15,2022/6/1,adopt,2021/5/14,383 days 00:00:00,Panoskin,565.322,1703.556941,52.97647059,0.176617014,1.049382716,17.69864751,2955.8,,61176,"$2,000 ",Health And Fitness
490,15,2022/5/1,adopt,2021/5/14,352 days 00:00:00,Panoskin,593.3507273,1603.010303,54.74545455,0.11847834,1.044303797,17.70230836,3150.218182,,61176,"$2,000 ",Health And Fitness
491,15,2022/4/1,adopt,2021/5/14,322 days 00:00:00,Panoskin,582.5280702,1825.829181,53.91812865,0.137518379,1.036363636,17.71869748,3080.210526,,61176,"$2,000 ",Health And Fitness
492,15,2022/3/1,adopt,2021/5/14,291 days 00:00:00,Panoskin,645.4234591,1948.065912,53.49685535,0.11974937,1.032467532,17.7698915,2650.314465,,61176,"$2,000 ",Health And Fitness
493,15,2022/10/1,adopt,2021/5/14,505 days 00:00:00,Panoskin,640.1194737,1771.686711,50.61184211,0.192370922,1.034013605,17.67543436,2749.578947,,61176,"$2,000 ",Health And Fitness
494,15,2020/12/1,never,2021/5/14,0,Panoskin,574.7773171,2866.120407,49.06504065,0.589437332,1.025,17.45081967,2887.178862,,61176,"$2,000 ",Health And Fitness
495,15,2020/11/1,never,2021/5/14,0,Panoskin,448.3070769,2687.049077,50.88461538,0.381621061,1.04,17.43078627,2878.861538,,61176,"$2,000 ",Health And Fitness
496,15,2020/10/1,never,2021/5/14,0,Panoskin,231.89672,3351.00608,47.352,0.363732326,1.041666667,17.48617512,2950.144,,61176,"$2,000 ",Health And Fitness
497,15,2020/9/1,never,2021/5/14,0,Panoskin,271.0104202,4464.315042,47.63445378,0.553361275,1.034782609,17.62106538,2994.579832,,61176,"$2,000 ",Health And Fitness
498,15,2020/8/1,never,2021/5/14,0,Panoskin,6.012631579,630.7892105,44.77631579,0.061133465,1,18.42857143,2054.921053,,61176,"$2,000 ",Health And Fitness
499,15,2020/7/1,never,2021/5/14,0,Panoskin,28.27863014,1629.117397,47.89041096,0.306993073,1.028169014,17.77430556,2488.136986,,61176,"$2,000 ",Health And Fitness
500,15,2020/6/1,never,2021/5/14,0,Panoskin,22.63822581,1250.585645,46.51612903,0.430567888,1.033333333,17.84484778,2374.387097,,61176,"$2,000 ",Health And Fitness
501,15,2020/5/1,never,2021/5/14,0,Panoskin,2.374333333,418.3396667,43.23333333,0.186617799,1.071428571,18.58374384,2734.9,,61176,"$2,000 ",Health And Fitness
502,15,2020/4/1,never,2021/5/14,0,Panoskin,0,348.95,41.5,1.833333333,1,16.14285714,1180,,61176,"$2,000 ",Health And Fitness
503,15,2020/3/1,never,2021/5/14,0,Panoskin,311.1652174,5941.053804,49.02173913,0.586216005,1.045454545,17.26844584,2919.913043,,61176,"$2,000 ",Health And Fitness
504,15,2020/2/1,never,2021/5/14,0,Panoskin,269.5072727,7150.38202,51.23737374,0.415917113,1.053191489,17.303207,3224.878788,,61176,"$2,000 ",Health And Fitness
505,15,2020/1/1,never,2021/5/14,0,Panoskin,321.9433333,7599.542843,49.95588235,0.445499392,1.051546392,17.37906648,2877.656863,,61176,"$2,000 ",Health And Fitness
506,15,2019/12/1,never,2021/5/14,0,Panoskin,299.8074444,8136.449889,49.44444444,0.44369529,1.034482759,17.23836276,2903.788889,,61176,"$2,000 ",Health And Fitness
507,15,2019/11/1,never,2021/5/14,0,Panoskin,339.9423377,8541.369221,49.12987013,0.426277355,1.054794521,17.05639098,3045.727273,,61176,"$2,000 ",Health And Fitness
508,15,2019/10/1,never,2021/5/14,0,Panoskin,347.059863,9373.689041,48.41780822,0.418997975,1.028169014,16.83035714,2946.136986,,61176,"$2,000 ",Health And Fitness
509,15,2019/8/1,never,2021/5/14,0,Panoskin,317.761625,8294.152875,48.0625,0.372342965,1.052631579,16.86708861,3049.775,,61176,"$2,000 ",Health And Fitness
510,15,2019/7/1,never,2021/5/14,0,Panoskin,351.1471053,8507.138816,48.44736842,0.386798735,1.027027027,16.76571429,2859.394737,,61176,"$2,000 ",Health And Fitness
511,15,2019/6/1,never,2021/5/14,0,Panoskin,341.3909722,9208.228889,49.77083333,0.555085436,1.043478261,16.72736419,2949.625,,61176,"$2,000 ",Health And Fitness
512,15,2019/5/1,never,2021/5/14,0,Panoskin,374.3042254,10181.00732,48.09859155,0.483531546,1.044117647,16.6122449,2966.971831,,61176,"$2,000 ",Health And Fitness
513,15,2019/4/1,never,2021/5/14,0,Panoskin,363.3567606,10271.41268,49.02112676,0.597710367,1.028985507,17.05714286,3239.690141,,61176,"$2,000 ",Health And Fitness
514,15,2019/3/1,never,2021/5/14,0,Panoskin,369.3377612,10286.41687,48.47761194,0.524696156,1.063492063,16.77164502,3120.313433,,61176,"$2,000 ",Health And Fitness
515,15,2019/2/1,never,2021/5/14,0,Panoskin,915.5676,20956.3548,51.44,0.981700834,1,16.63690476,2416,,61176,"$2,000 ",Health And Fitness
516,15,2019/1/1,never,2021/5/14,0,Panoskin,390.5129167,10656.60903,51.4375,0.460470613,1.074626866,16.85412475,3309.75,,61176,"$2,000 ",Health And Fitness
517,16,2021/11/1,adopt,2021/5/27,158 days 00:00:00,Panoskin,0,3115.055556,91.11111111,0.103363858,1,10.42857143,3088.222222,76,1209155,"$5,000 ",Food And Drink
518,16,2021/10/1,adopt,2021/5/27,127 days 00:00:00,Panoskin,0,2505.721,83.7,0.156001594,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
519,16,2021/9/1,adopt,2021/5/27,97 days 00:00:00,Panoskin,0,1998.5,88.25,0.10679473,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
520,16,2021/8/1,adopt,2021/5/27,66 days 00:00:00,Panoskin,0,2512.261,81.25,0.1825437,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
521,16,2021/7/1,adopt,2021/5/27,35 days 00:00:00,Panoskin,0,2516.77,67.2,0.171269897,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
522,16,2021/5/1,never,2021/5/27,0,Panoskin,10.12625,3254.89375,75.8125,0.059794596,1,10.5,3217,76,1209155,"$5,000 ",Food And Drink
523,16,2021/4/1,never,2021/5/27,0,Panoskin,2.6,2611.988,63.1,0.259678622,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
524,16,2021/3/1,never,2021/5/27,0,Panoskin,0,2812.695,61.95,0.354764871,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
525,16,2021/2/1,never,2021/5/27,0,Panoskin,0,1488.761,66.4,0.354910448,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
526,16,2021/1/1,never,2021/5/27,0,Panoskin,8.743,1742.602,62.9,0.30014511,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
527,16,2022/1/1,adopt,2021/5/27,219 days 00:00:00,Panoskin,0,1109.998182,73.59090909,0.078203734,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
528,16,2022/2/1,adopt,2021/5/27,250 days 00:00:00,Panoskin,0,2939.900909,72.77272727,0.207440821,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
529,16,2022/9/1,abandon,2021/5/27,416 days 00:00:00,Panoskin,1.378181818,2591.954545,89.09090909,0.252919586,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
530,16,2022/8/1,abandon,2021/5/27,416 days 00:00:00,Panoskin,3.854545455,3215.985455,101.0454545,0.39406239,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
531,16,2022/6/1,adopt,2021/5/27,370 days 00:00:00,Panoskin,0,3353.851818,85.18181818,1.176504217,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
532,16,2022/5/1,adopt,2021/5/27,339 days 00:00:00,Panoskin,0,3203.196,115.7,0.165812364,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
533,16,2022/4/1,adopt,2021/5/27,309 days 00:00:00,Panoskin,7.709090909,3128.956364,82.72727273,0.148158311,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
534,16,2022/3/1,adopt,2021/5/27,278 days 00:00:00,Panoskin,0,3263.892727,79.45454545,0.15489824,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
535,16,2022/10/1,abandon,2021/5/27,416 days 00:00:00,Panoskin,0,2979.813636,91.13636364,0.242056558,1,10.48051948,4770.545455,76,1209155,"$5,000 ",Food And Drink
536,16,2020/12/1,never,2021/5/27,0,Panoskin,0,1720.035556,61.77777778,0.291709907,1,10.52380952,2989.111111,76,1209155,"$5,000 ",Food And Drink
537,16,2020/11/1,never,2021/5/27,0,Panoskin,0,1409.57,57.88888889,0.179630317,1,10.49206349,2760.777778,76,1209155,"$5,000 ",Food And Drink
538,16,2020/10/1,never,2021/5/27,0,Panoskin,0,1771.918,67.85,0.47302519,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
539,16,2020/9/1,never,2021/5/27,0,Panoskin,0,2053.824,66.3,0.364340742,1,10.49285714,2800.4,76,1209155,"$5,000 ",Food And Drink
